nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;categorietiers;objet;montant;nature;naturecomptable;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Commune de Lyon;21690123100011;2021;;;LES P'TIS GONES DU 8EME EC - HALTE GARDERIE;;;;;3416,0;aide en nature;fonctionnement;;;;;;;3371
Commune de Lyon;21690123100011;2021;;;MUTUELLE PETITE ENFANCE LYON 5 RAM GRAIN DE SOLEIL;;;;;7153,0;aide en nature;fonctionnement;;;;;;;3372
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE  PRIMAIRE JEAN PIERRE VEYET;;;25-Caisse des écoles;7° TSCO ECOLE PRIMAIRE JEAN PIERRE VEYET OCCE.   Projet : Veyet à demain.    Page 14 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;500,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3373
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE  PRIMAIRE JEAN PIERRE VEYET;;;25-Caisse des écoles;7° TSCO GS JEAN-PIERRE VEYET OCCE.   Projet : Et si jouer m'était conté.      Page 24 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;1200,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3374
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE  PRIMAIRE JEAN PIERRE VEYET;;;25-Caisse des écoles;7° TSCO GS JEAN-PIERRE VEYET OCCE.   Projet : Positif café.      Page 24 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;500,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3375
Commune de Lyon;21690123100011;2021;;;OCCE  PRIMAIRE JEAN PIERRE VEYET;;;25-Caisse des écoles;SUBV. CREDITS LIBRES E707 EE J.P VEYET;2005,6;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3376
Commune de Lyon;21690123100011;2021;;;OCCE  PRIMAIRE JEAN PIERRE VEYET;;;25-Caisse des écoles;SUBV. INCE E707 EE JP VEYET;2708,0;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3377
Commune de Lyon;21690123100011;2021;;;OCCE  PRIMAIRE JEAN PIERRE VEYET;;;25-Caisse des écoles;SUBV.ASSURANCE E707 EE VEYET;654,0;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3378
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ALPHONSE DAUDET;;;25-Caisse des écoles;9° TSCO ECOLE ELEMENTAIRE  A. DAUDET OCCE (GS ALPHONSE DAUDET OCCE).   Projet : Prévenir la violence.    Page 27 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;1200,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3379
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ALPHONSE DAUDET;;;25-Caisse des écoles;9° TSCO ECOLE ELEMENTAIRE  ALPHONSE DAUDET OCCE.   Projet : Réalisation d'un compost.   Page 16 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;200,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3380
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ALPHONSE DAUDET;;;25-Caisse des écoles;SUBV. CREDITS LIBRES E935 EE A. DAUDET;952,2;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3381
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ALPHONSE DAUDET;;;25-Caisse des écoles;SUBV. INCE E935 EE ALPHONSE DAUDET;1511,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3382
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ALPHONSE DAUDET;;;25-Caisse des écoles;SUBV.ASSURANCE E935 EE ALPHONSE DAUDET;243,8;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3383
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE DU CHAPEAU ROUGE;;;25-Caisse des écoles;SUBV.ASSURANCE E906 EE CHAPEAU ROUGE;330,94;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3412
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ANDRE PHILIP;;;25-Caisse des écoles;3° TSCO OCCE ECOLE ELEMENT ANDRE PHILIP.   Projet : Biodiversité.     Page 12 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021;700,0;aide en numéraire;fonctionnement;unique;2021-10-23;;False;1,0;;3384
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ANDRE PHILIP;;;25-Caisse des écoles;SUBV CREDITS LIBRE E323 ELEM A.PHILIP;667,0;aide en numéraire;fonctionnement;unique;2021-04-22;;False;1,0;;3385
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ANDRE PHILIP;;;25-Caisse des écoles;SUBV. ASSURANCE E323 EE ANDRE PHILLIP;172,1;aide en numéraire;fonctionnement;unique;2021-06-23;;False;1,0;;3386
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ANDRE PHILIP;;;25-Caisse des écoles;SUBV. INCE E323 ELEMENTAIRE ANDRE PHILIP;1015,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3387
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ANTOINE CHARIAL;;;25-Caisse des écoles;SUBV CREDITS LIBRES E310 MAT A.CHARIAL;791,2;aide en numéraire;fonctionnement;unique;2021-04-22;;False;1,0;;3388
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ANTOINE CHARIAL;;;25-Caisse des écoles;SUBV. ASSURANCE E310 EM ANTOINE CHARIAL;258,0;aide en numéraire;fonctionnement;unique;2021-06-23;;False;1,0;;3389
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ANTOINE CHARIAL;;;25-Caisse des écoles;SUBV. INCE E310 MATER ANTOINE CHARIAL;860,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3390
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE BERTHELIER;;;25-Caisse des écoles;7° TSCO MATERNELLE CLAUDIUS BERTHELIER OCCE.   Projet : Danse plus loin.     Page 25 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;1100,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3391
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE BERTHELIER;;;25-Caisse des écoles;SUBV. INCE E717 EM CLAUDIUS BERTHELIER;965,0;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3392
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE BERTHELIER;;;25-Caisse des écoles;SUBV.ASSURANCE E717 EM C.BERTHELIER;289,5;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3393
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE BERTHELIER;;;25-Caisse des écoles;SUBV.CREDITS LIBRES E717 EM C.BERTHELIER;887,8;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3394
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE CAMUS ALBERT;;;25-Caisse des écoles;SUBV. ASSURANCE E519 EE ALBERT CAMUS;352,5;aide en numéraire;fonctionnement;unique;2021-06-22;;False;1,0;;3395
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE CAMUS ALBERT;;;25-Caisse des écoles;SUBV.CREDITS LIBRES E519- EE A.CAMUS;1081,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3396
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE CAMUS ALBERT;;;25-Caisse des écoles;SUBV.INCE 519 EE ALBERT CAMUS;1645,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3397
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE CLAUDIUS BERTHELIER;;;25-Caisse des écoles;7° TSCO OCCE ELEMENTAIRE CLAUDIUS BERTHELIER.   Projet : Festival de théâtre de gerland.         Page 23 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;2200,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3398
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE CLAUDIUS BERTHELIER;;;25-Caisse des écoles;SUBV. INCE E716 EE CLAUDIUS BERTHELIER;3447,0;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3399
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE CLAUDIUS BERTHELIER;;;25-Caisse des écoles;SUBV.ASSURANCE E716 EE C. BERTHELIER;482,04;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3400
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE CLAUDIUS BERTHELIER;;;25-Caisse des écoles;SUBV.CREDITS LIBRES E716 EE C.BERTHELIER;1761,8;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3401
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE COMMANDANT ARNAUD;;;25-Caisse des écoles;4° TSCO OCCE MATERNELLE CDT ARNAUD.   Projet : Danse, dansons, dansez.    Page 22 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;700,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3402
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE COMMANDANT ARNAUD;;;25-Caisse des écoles;SUB.ASSURANCE E406 EM C.ARNAUD;114,69;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3403
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE COMMANDANT ARNAUD;;;25-Caisse des écoles;SUBV CREDITS LIBRESE406  EM COMMANDANT;763,6;aide en numéraire;fonctionnement;unique;2021-04-22;;False;1,0;;3404
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE COMMANDANT ARNAUD;;;25-Caisse des écoles;SUBV.INCE E 406. EM COMMANDANT ARNAUD;830,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3405
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE DU CHAPEAU ROUGE;;;25-Caisse des écoles;9° TSCO OCCE ECOLE ELEMENTAIRE DU CHAPEAU ROUGE.   Projet : Découverte de la permaculture.   Page 16 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;400,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3406
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE DU CHAPEAU ROUGE;;;25-Caisse des écoles;9° TSCO OCCE ECOLE ELEMENTAIRE DU CHAPEAU ROUGE.   Projet : Découvrir et étudier la biodiversité en ville.   Page 16 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;420,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3407
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE DU CHAPEAU ROUGE;;;25-Caisse des écoles;9° TSCO OCCE ECOLE ELEMENTAIRE DU CHAPEAU ROUGE.   Projet : Visite d'un jardin pédagogique.   Page 16 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;250,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3408
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE DU CHAPEAU ROUGE;;;25-Caisse des écoles;9° TSCO OCCE ELEMENTAIRE CHAPEAU ROUGE.   Projet : Investir les SUBS - Projet arts plastiques et arts du mouvement.   Page 26 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;300,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3409
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE DU CHAPEAU ROUGE;;;25-Caisse des écoles;SUBV. CREDITS LIBRES E906 EE CH. ROUGE;1071,8;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3410
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE DU CHAPEAU ROUGE;;;25-Caisse des écoles;SUBV. INCE E906 EE CHAPEAU ROUGE;2097,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3411
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE A. REMOND;;;25-Caisse des écoles;SUBV.ASSURANCE E615 EE ANTOINE REMOND;399,51;aide en numéraire;fonctionnement;unique;2021-06-18;;False;1,0;;3413
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE A. REMOND;;;25-Caisse des écoles;SUBV.CREDITS LIBRES E615 EE A.REMOND;1338,6;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3414
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE A. REMOND;;;25-Caisse des écoles;SUBV.INCE E615 EE ANTOINE REMOND;2037,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3415
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ELEMENTAIRE AVEYRO;;;25-Caisse des écoles;1° TSCO ELEMENTAIRE AVEYRON (RHONE COOP SCOL 1 OCCE).   Projet : PIL Ecole dedans dehors.    Page 11 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;1800,0;aide en numéraire;fonctionnement;unique;2021-10-23;;False;1,0;;3416
Commune de Lyon;21690123100011;2021;;2020/428;OCCE ECOLE ELEMENTAIRE AVEYRO;;;25-Caisse des écoles;1° TSCO ELEMENTAIRE AVEYRON.   Projet: Classe découverte CM2.   Page 3, Délib n°2020/248 du 17/12/2020;4500,0;aide en numéraire;fonctionnement;unique;2021-01-21;;False;1,0;;3417
Commune de Lyon;21690123100011;2021;;2020/428;OCCE ECOLE ELEMENTAIRE AVEYRO;;;25-Caisse des écoles;1° TSCO ELEMENTAIRE AVEYRON.   Projet: Classe découverte CP.   Page 3, Délib n°2020/248 du 17/12/2020;4500,0;aide en numéraire;fonctionnement;unique;2021-01-21;;False;1,0;;3418
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE AVEYRO;;;25-Caisse des écoles;SUBV. ASSURANCE E101 EE AVEYRON;488,22;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3419
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE AVEYRO;;;25-Caisse des écoles;SUBV. CREDITS LIBRES E101 ELEM AVEYRON;1688,2;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3420
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE AVEYRO;;;25-Caisse des écoles;SUBV. INCE E101 ELEMENTAIRE AVEYRON;2569,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3421
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ELEMENTAIRE GARE D EAU;;;25-Caisse des écoles;9° TSCO OCCE ELEMENTAIRE LA GARE D¿EAU.   Projet : Bal folk.    Page 27 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;800,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3422
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ELEMENTAIRE GARE D EAU;;;25-Caisse des écoles;9° TSCO OCCE ELEMENTAIRE LA GARE D¿EAU.   Projet : Cirque REP.    Page 27 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;400,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3423
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE GARE D EAU;;;25-Caisse des écoles;SUBV. CREDITS LIBRES E901 EE GARE EAU;763,6;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3424
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE GARE D EAU;;;25-Caisse des écoles;SUBV.ASSURANCE E901 EE GARE D EAU;137,3;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3425
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE GARE D EAU;;;25-Caisse des écoles;SUBV.INCE E901 EE GARE D EAU;1494,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3426
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ELEMENTAIRE LES DAHLIAS;;;25-Caisse des écoles;9° TSCO ECOLE ELEMENTAIRE LES DAHLIAS OCCE.   Projet : Parcours culturel et artistique.    Page 27 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;610,0;aide en numéraire;fonctionnement;unique;2021-10-28;;False;1,0;;3427
Commune de Lyon;21690123100011;2021;;2021/1236;OCCE ECOLE ELEMENTAIRE LES DAHLIAS;;;25-Caisse des écoles;9° TSCO ECOLE ELEMENTAIRE LES DAHLIAS OCCE.    Projets d¿Initiatives Locales (PIL) : Mon ciné concert.   Page 4 de l'annexe, Délib n°2021/1236 du CM du 18/11/2021.;610,0;aide en numéraire;fonctionnement;unique;2021-11-30;;False;1,0;;3428
Commune de Lyon;21690123100011;2021;;2020/428;OCCE ECOLE ELEMENTAIRE LES DAHLIAS;;;25-Caisse des écoles;9° TSCO ELEMENTAIRE LES DAHLIAS.   Projet: Découverte du milieu et de la nature.   Page 4, Délib n°2020/428 du 17/12/2020.;6400,0;aide en numéraire;fonctionnement;unique;2021-01-21;;False;1,0;;3429
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE LES DAHLIAS;;;25-Caisse des écoles;SUBV. CREDITS LIBRES E918 EE DAHLIAS;924,6;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3430
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE LES DAHLIAS;;;25-Caisse des écoles;SUBV. INCE E918 EE LES DAHLIAS;1809,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3431
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE LES DAHLIAS;;;25-Caisse des écoles;SUBV.ASSURANCE E918 EE LES DAHLIAS;301,5;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3432
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ELEMENTAIRE LOUISE;;;25-Caisse des écoles;3° TSCO ECOLE ELEMENTAIRE LOUISE.   Projet : Jardinage.     Page 12 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021;1500,0;aide en numéraire;fonctionnement;unique;2021-10-23;;False;1,0;;3433
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE LOUISE;;;25-Caisse des écoles;SUBV CREDITS LIBRE E317 ELEM LOUISE;1692,8;aide en numéraire;fonctionnement;unique;2021-04-22;;False;1,0;;3434
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE LOUISE;;;25-Caisse des écoles;SUBV. ASSURANCE E317 EE LOUISE;508,39;aide en numéraire;fonctionnement;unique;2021-06-23;;False;1,0;;3435
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE LOUISE;;;25-Caisse des écoles;SUBV. INCE E317 ELEMENTAIRE LOUISE;2292,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3436
Commune de Lyon;21690123100011;2021;;2020/428;OCCE ECOLE ELEMENTAIRE MARC BLOCH;;;25-Caisse des écoles;7° TSCO ELEMENTAIRE MARC BLOCH.   Projet: Découverte de la biodiversité en milieu montagnard.   Page 4, Délib n°2020/428 du 17/12/2020.;5600,0;aide en numéraire;fonctionnement;unique;2021-01-21;;False;1,0;;3437
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ELEMENTAIRE MARC BLOCH;;;25-Caisse des écoles;7° TSCO OCCE ELEMENTAIRE MARC BLOCH (ECOLE PRIMAIRE MARC BLOCH).   Projet : Ateliers de réflexion philosophique.     Page 23 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;2160,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3438
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE JEAN GERSON;;;25-Caisse des écoles;SUBV. ASSURANCE E504 EE JEAN GERSON;256,8;aide en numéraire;fonctionnement;unique;2021-06-22;;False;1,0;;3465
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ELEMENTAIRE MARC BLOCH;;;25-Caisse des écoles;OCCE ECOLE ELEMENTAIRE MARC BLOCH.    Projet : Climb up.   Page 10 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;1440,0;aide en numéraire;fonctionnement;unique;2021-10-22;;False;1,0;;3439
Commune de Lyon;21690123100011;2021;;2021/1236;OCCE ECOLE ELEMENTAIRE MARC BLOCH;;;25-Caisse des écoles;OCCE ECOLE ELEMENTAIRE MARC BLOCH.    Projet : Climb up.     Page 3 de l'annexe, Délib n°2021/1236 du CM du 18/11/2021.;640,0;aide en numéraire;fonctionnement;unique;2021-11-30;;False;1,0;;3440
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE MARC BLOCH;;;25-Caisse des écoles;SUBV. CREDITS LIBRES E711 EE MARC BLOCH;1748,0;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3441
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE MARC BLOCH;;;25-Caisse des écoles;SUBV. INCE E711 EE MARC BLOCH;2660,0;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3442
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE MARC BLOCH;;;25-Caisse des écoles;SUBV.ASSURANCE E711 EE MARC BLOCH;504,48;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3443
Commune de Lyon;21690123100011;2021;;2020/428;OCCE ECOLE ELEMENTAIRE REBATEL;;;25-Caisse des écoles;3° TSCO ELEMENTAIRE REBATEL.   Projet: Classe transplantée.   Page 3, Délib n°2020/428 du 17/12/2020.;4400,0;aide en numéraire;fonctionnement;unique;2021-01-21;;False;1,0;;3444
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE ELEMENTAIRE REBATEL;;;25-Caisse des écoles;3° TSCO OCCE ECOLE ELEMENTAIRE REBATEL.   Projet : Végétalisation cour.     Page 12 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021;1300,0;aide en numéraire;fonctionnement;unique;2021-10-23;;False;1,0;;3445
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE REBATEL;;;25-Caisse des écoles;SUBV CREDITS LIBRE E328 ELEM  REBATEL H;1159,2;aide en numéraire;fonctionnement;unique;2021-04-22;;False;1,0;;3446
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE REBATEL;;;25-Caisse des écoles;SUBV. ASSURANCE E328 EE DOCTEUR REBATEL;351,69;aide en numéraire;fonctionnement;unique;2021-06-23;;False;1,0;;3447
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE ELEMENTAIRE REBATEL;;;25-Caisse des écoles;SUBV. INCE E328 ELEMENTAIRE REBATEL;1764,0;aide en numéraire;fonctionnement;unique;2021-04-21;;False;1,0;;3448
Commune de Lyon;21690123100011;2021;;2020/428;OCCE ECOLE GILBERT DR;;;25-Caisse des écoles;7° TSCO ELEMENTAIRE GILBERT DRU.   Projet: Les CM2 à Manigod.   Page 4, Délib n°2020/428 du 17/12/2020.;5600,0;aide en numéraire;fonctionnement;unique;2021-01-21;;False;1,0;;3449
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE GILBERT DR;;;25-Caisse des écoles;7° TSCO RHONE COOP ECOLE GILBERT DRU OCCE.   Projet : Développer l¿écocitoyenneté.    Page 14 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021.;1000,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3450
Commune de Lyon;21690123100011;2021;;2021/1041;OCCE ECOLE GILBERT DR;;;25-Caisse des écoles;7° TSCO RHONE COOP ECOLE GILBERT DRU OCCE.    Projet : Permettre aux parents d¿accompagner leurs enfants sur le numérique.     Page 18 de l'annexe, Délib n°2021/1041 du CM du 30/09/2021;400,0;aide en numéraire;fonctionnement;unique;2021-10-26;;False;1,0;;3451
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE GILBERT DR;;;25-Caisse des écoles;SUBV. INCE E703 EE GILBERT DRU;2151,0;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3452
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE GILBERT DR;;;25-Caisse des écoles;SUBV.ASSURANCE E703 EE GILBERT DRU;358,5;aide en numéraire;fonctionnement;unique;2021-06-19;;False;1,0;;3453
Commune de Lyon;21690123100011;2021;;;OCCE ECOLE GILBERT DR;;;25-Caisse des écoles;SUBV.CREDITS LIBRES  E703 EE GILBERT DRU;1099,4;aide en numéraire;fonctionnement;unique;2021-04-23;;False;1,0;;3454
