nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;objet;montant;nature;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Métropole de Lyon (Budget principal);20004697700019;2021;;;LES FOYERS MATTER;30256627800115;;Réconcilie_toit LDA - Solde FOYERS MATTER;8000,0;aide en numéraire;unique;2021-09-10;;False;1,0;;10085
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000081;;Itinéraires activité diversif - Solde subvention 2020 30% - 2020-00172;15000,0;aide en numéraire;unique;2021-02-16;;False;1,0;;10086
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000081;;Itinéraires activité diversifi - 1er acompte subvention 70% - dossier 2021-00082;35000,0;aide en numéraire;unique;2021-04-07;;False;1,0;;10087
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000156;;201704831 - ACI Le Grenier - L - Solde subvention FSE 2018 montant proratisé - 2018-03110;15181,51;aide en numéraire;unique;2021-03-02;;False;1,0;;10088
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000156;;201805205-LASHo Accompagnement - Solde subvention FSE 2019 - 2019-02090;11500,0;aide en numéraire;unique;2021-10-04;;False;1,0;;10089
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000156;;AAP IDIAE - Le Grenier - Solde subvention 2019 20% - 2019-05090;8000,0;aide en numéraire;unique;2021-08-16;;False;1,0;;10090
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000156;;ACI - LE GRENIER DE LAHSo -  Complément d'avance subvention  FSE 2020 - 2020-03763;49000,0;aide en numéraire;unique;2021-11-22;;False;1,0;;10091
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000156;;ACI Le Grenier - 1er acompte subvention 70% - dossier 2021-00038;12852,0;aide en numéraire;unique;2021-04-07;;False;1,0;;10092
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000156;;ACI Le Grenier - Solde subvention 2020 30% - 2020-00031;5508,0;aide en numéraire;unique;2021-03-01;;False;1,0;;10093
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000156;;Rebondir - CM 31/05 - 1er acompte subvention 2021 70% - 2021-02521;316470,0;aide en numéraire;unique;2021-08-18;;False;1,0;;10094
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;Accomp ménag. précaire LDA - Solde 2020;2600,0;aide en numéraire;unique;2021-07-08;;False;1,0;;10095
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;FSL - SUBVENTION GLA 2020 - Solde LAHSO;4601,0;aide en numéraire;unique;2021-07-16;;False;1,0;;10096
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;FSL - SUBVENTION LDA 2020 - solde;6400,0;aide en numéraire;unique;2021-07-08;;False;1,0;;10097
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;FSL - SUBVENTIONS ASLL 2020 - Solde LAHSO;21800,0;aide en numéraire;unique;2021-07-16;;False;1,0;;10098
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;FSL 2021 - SUBVENTION ASLL - 1er ACOMPTE;120800,0;aide en numéraire;unique;2021-08-06;;False;1,0;;10099
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;FSL 2021 - SUBVENTION SDG - 1er ACOMPTE;31360,0;aide en numéraire;unique;2021-08-06;;False;1,0;;10100
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;LOGEMENT D'ABORD 2021_1ER ACOMPTE_POINT ACCUEIL_LAHSO;12000,0;aide en numéraire;unique;2021-08-31;;False;1,0;;10101
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;Logement d'abord 2020 - Solde LAHSO;3000,0;aide en numéraire;unique;2021-07-15;;False;1,0;;10102
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;PLAN PAUVRETE 2020_LAHSO - Solde temps d'accueil dédié aux femmes-ACB-;7500,0;aide en numéraire;unique;2021-12-21;;False;1,0;;10103
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;PP 2021 - Temps d'accueil dédié aux femmes en grande précarité-ACB-;24500,0;aide en numéraire;unique;2021-12-21;;False;1,0;;10104
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;Plan pauvreté - Solde subvention 2019 30% - 2019-04935;57000,0;aide en numéraire;unique;2021-02-24;;False;1,0;;10105
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;SUBVENTION PLAN PAUVRETE 2020 LAHSO;20000,0;aide en numéraire;unique;2021-07-01;;False;1,0;;10106
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE L HOTEL SOCIAL;30293742000198;;SUBVENTION PLAN PAUVRETE 2021;10000,0;aide en numéraire;unique;2021-11-08;;False;1,0;;10107
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASS ECOLE DE MUSIQUE DE CALUIRE ET CUIRE;30341300900026;;AMC 2 -  Fonct. Enseignmt Art. - paiement intégral - subvention 2021 - 100% - dossier 2021-3391;81064,0;aide en numéraire;unique;2021-09-24;;False;1,0;;10108
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASS ECOLE DE MUSIQUE DE CALUIRE ET CUIRE;30341300900026;;AMC CALUIRE - - paiement intégral - subvention 2021 - 100% - dossier 2021-5424;5000,0;aide en numéraire;unique;2021-12-28;;False;1,0;;10109
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASS ECOLE DE MUSIQUE DE CALUIRE ET CUIRE;30341300900026;;AMC CALUIRE - paiement proratisé sur factures - subvention 2020 - dossier 2020-7770;2138,94;aide en numéraire;unique;2021-10-11;;False;1,0;;10110
Métropole de Lyon (Budget principal);20004697700019;2021;;;OGEC AUX LAZARISTES - LA SALLE LYON;30461408400016;;AUX LAZARISTES - paiement intégral - subvention 2021 - 100% - dossier 2021-5367;525,0;aide en numéraire;unique;2021-12-22;;False;1,0;;10111
Métropole de Lyon (Budget principal);20004697700019;2021;;;OGEC AUX LAZARISTES - LA SALLE LYON;30461408400016;;LY5 COL LAZARISTES-Loi Falloux 2019 - 1;31591,84;aide en numéraire;unique;2021-06-09;;False;1,0;;10112
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;201704913 - Acc fem Métro Lyon - Solde subvention FSE 2018 - 2018-02183;107556,0;aide en numéraire;unique;2021-10-06;;False;1,0;;10113
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;2017049913 - Avenant N°1 - Solde subvention FSE 2018 - 2018-02183;20182,23;aide en numéraire;unique;2021-10-08;;False;1,0;;10114
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;202000053-Avenant N°1 - Complément d'avance subvention FSE 2020 - 2020-02223;150634,4;aide en numéraire;unique;2021-07-22;;False;1,0;;10115
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;202101258_Mesures Covid SM - Avance subvention FSE 2021 - 2021-04272;44585,25;aide en numéraire;unique;2021-11-25;;False;1,0;;10116
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Actions Levée des freins - 1er acompte subvention 70% - dossier 2021-00014;9338,0;aide en numéraire;unique;2021-04-07;;False;1,0;;10117
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Actions Levée des freins - Acompte 1 - 70%;20650,0;aide en numéraire;unique;2021-03-31;;False;1,0;;10118
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Actions Levée des freins - Solde subvention 2020 30% - 2020-00016;3828,0;aide en numéraire;unique;2021-03-10;;False;1,0;;10119
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;CIDFF entrepreneuriat féminin - PROJET LYVE - Solde - subvention 2020 - 20% - dossier 2020-0196;7560,0;aide en numéraire;unique;2021-09-03;;False;1,0;;10120
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;CIDFF_MDM2021_NEUVILLE_Acc femmes victimes_SM;900,0;aide en numéraire;unique;2021-10-26;;False;1,0;;10121
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;CIDFF_MDM2021_NEUVILLE_Mission égalité-Citoyenneté_SM;1270,0;aide en numéraire;unique;2021-10-26;;False;1,0;;10122
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;CIDFF_MDM2021_RILLIEUX_SM;1780,0;aide en numéraire;unique;2021-10-26;;False;1,0;;10123
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;CIDFF_MDM2021_VENISSIEUX_SM;11000,0;aide en numéraire;unique;2021-10-26;;False;1,0;;10124
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Entpneriat fém - aide CIDFF - 1er acompte - subvention 2021 - 80% - dossier 2021-4469;14880,0;aide en numéraire;unique;2021-12-27;;False;1,0;;10125
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Entrepreneuriat féminin CIDFF - 1er acompte subvention 2021 80% - 2021-00541;30240,0;aide en numéraire;unique;2021-05-27;;False;1,0;;10126
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Itinéraires emploi diversifiés - 1er acompte subvention 2021 70% - 2021-00155;106750,0;aide en numéraire;unique;2021-12-09;;False;1,0;;10127
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Itinéraires emploi diversifiés - 1er acompte subvention 70% - dossier 2021-00463;31500,0;aide en numéraire;unique;2021-04-06;;False;1,0;;10128
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Itinéraires emploi innovants d - 1er acompte subvention 70% - dossier 2021-00177;21000,0;aide en numéraire;unique;2021-04-06;;False;1,0;;10129
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Itinéraires emploi renforcés - 1er acompte subvention 70% - dossier 2021-00163;95130,0;aide en numéraire;unique;2021-04-06;;False;1,0;;10130
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Itinéraires emplois diversifié - Solde subvention 2020 30% - 2020-00135;51000,0;aide en numéraire;unique;2021-04-13;;False;1,0;;10131
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;Itinéraires emplois renforcés - Solde subvention 2020 30% - 2020-00143;39448,2;aide en numéraire;unique;2021-04-13;;False;1,0;;10132
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;PP 2020 - SUBVENTION CDIFF - 1er acompte;42000,0;aide en numéraire;unique;2021-04-09;;False;1,0;;10133
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;PP 2020 - SUBVENTION CDIFF - SOLDE-ACB;18000,0;aide en numéraire;unique;2021-12-23;;False;1,0;;10134
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES RHONE;30593351700032;;SUBV 2021 - ACCOMPAGNEMENT DE TOUT PUBLIC ET DES FEMMES VICTIMES DE VIOLENCES-ACB;5000,0;aide en numéraire;unique;2021-10-27;;False;1,0;;10135
Métropole de Lyon (Budget principal);20004697700019;2021;;;THEATRE NOUVELLE GENERATION CENTRE;30742046300027;;TNG - CLASSE ARTIST ET CUL- paiement intégral - subvention 2021 - 100% - dossier 2021-5334;3240,0;aide en numéraire;unique;2021-12-20;;False;1,0;;10136
Métropole de Lyon (Budget principal);20004697700019;2021;;;THEATRE NOUVELLE GENERATION CENTRE;30742046300027;;TNG LYON 9 - 1er acompte subvention 2021 80% - 2021-00421;67154,0;aide en numéraire;unique;2021-04-30;;False;1,0;;10137
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASS ECULLOISE MUSIQUE;30805060800030;;ASS ECULLOISE - - paiement intégral - subvention 2021 - 100% - dossier 2021-5440;3000,0;aide en numéraire;unique;2021-12-28;;False;1,0;;10138
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASS ECULLOISE MUSIQUE;30805060800030;;ASS ECULLOISE - enseign art. - paiement intégral - subvention 2021 - 100% - dossier 2021-3398;42793,0;aide en numéraire;unique;2021-10-19;;False;1,0;;10139
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASS ECULLOISE MUSIQUE;30805060800030;;EM ECULLY - soutien investissement -paiement proratisé  - subvention 2021 - dossier 2021-5497;1972,16;aide en numéraire;unique;2021-12-06;;False;1,0;;10140
Métropole de Lyon (Budget principal);20004697700019;2021;;;MUSICALE DE DARDILLY   AMD;30870823900014;;AM DARDILLY - Paiement integral subvention - dossier 2020-06251;16600,0;aide en numéraire;unique;2021-04-08;;False;1,0;;10141
Métropole de Lyon (Budget principal);20004697700019;2021;;;MUSICALE DE DARDILLY   AMD;30870823900014;;AMD DARDILLY - - paiement intégral - subvention 2021 - 100% - dossier 2021-5417;1000,0;aide en numéraire;unique;2021-12-28;;False;1,0;;10142
Métropole de Lyon (Budget principal);20004697700019;2021;;;MUSICALE DE DARDILLY   AMD;30870823900014;;AMD DARDILLY - 1er acompte - subvention 2021 - 80% - dossier 2021-5442;24560,0;aide en numéraire;unique;2021-12-21;;False;1,0;;10143
Métropole de Lyon (Budget principal);20004697700019;2021;;;MUSICALE DE DARDILLY   AMD;30870823900014;;AMD DARDILLY - paiement intégral subvention 2021 - 100% - dossier 2021-3397;52008,0;aide en numéraire;unique;2021-11-18;;False;1,0;;10144
Métropole de Lyon (Budget principal);20004697700019;2021;;;A D E R L Y;30890827600014;;Subvention fonctionnement 2021_1er acompte;1697175,0;aide en numéraire;unique;2021-06-10;;False;1,0;;10145
Métropole de Lyon (Budget principal);20004697700019;2021;;;A D E R L Y;30890827600014;;Subvention fonctionnement 2021_2è ac et solde;1697175,0;aide en numéraire;unique;2021-12-09;;False;1,0;;10146
Métropole de Lyon (Budget principal);20004697700019;2021;;;OGEC ASSOCIATION COURS PIERRE TERMIER;31027097000026;;LY3 COL PIERRE TERMIER MONTCHA - 1 SUBVENTION LOI FALLOUX;1350,0;aide en numéraire;unique;2021-07-23;;False;1,0;;10147
Métropole de Lyon (Budget principal);20004697700019;2021;;;OGEC ASSOCIATION COURS PIERRE TERMIER;31027097000026;;LY3 PIERRE TERMIER Réhab et ré - 1 LOI FALLOUX;24000,0;aide en numéraire;unique;2021-05-19;;False;1,0;;10148
Métropole de Lyon (Budget principal);20004697700019;2021;;;OGEC ASSOCIATION COURS PIERRE TERMIER;31027097000026;;LY8 COL PIERRE TERMIER - LOI FALLOUX 2021;5400,0;aide en numéraire;unique;2021-07-22;;False;1,0;;10149
Métropole de Lyon (Budget principal);20004697700019;2021;;;OGEC ASSOCIATION COURS PIERRE TERMIER;31027097000026;;LY8 COL TERMIER-1 AE 20-21 - 1;1500,0;aide en numéraire;unique;2021-07-27;;False;1,0;;10150
Métropole de Lyon (Budget principal);20004697700019;2021;;;OGEC ASSOCIATION COURS PIERRE TERMIER;31027097000026;;LY8 COL TERMIER-1 AE 20-21 - 2;1500,0;aide en numéraire;unique;2021-12-23;;False;1,0;;10151
Métropole de Lyon (Budget principal);20004697700019;2021;;;OGEC ASSOCIATION COURS PIERRE TERMIER;31027097000026;;LY8 PIERRE TERMIER _ Travaux - 1 LOI FALLOUX;100000,0;aide en numéraire;unique;2021-05-19;;False;1,0;;10152
Métropole de Lyon (Budget principal);20004697700019;2021;;;CENTRE SOCIAL AU GRAND VIRE;31058077400043;;SOLDE SUBVENTION GLOBALE DPPE 2021 - CS GRAND VIRE;26740,0;aide en numéraire;unique;2021-09-30;;False;1,0;;10153
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;201802631 - # NUMERIQUE : simp - Solde subvention FSE 2018 montant proratisé - 2018-03205;7316,51;aide en numéraire;unique;2021-08-25;;False;1,0;;10154
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;201805046-Parcours itinéraire - Solde subvention FSE 2019 montant proratisé - 2019-01980;150877,73;aide en numéraire;unique;2021-04-13;;False;1,0;;10155
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;201805117-Espace professionnel - Solde subvention FSE 2019 - 2019-01876;8470,0;aide en numéraire;unique;2021-03-09;;False;1,0;;10156
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;201805124-Espace emploi - Solde subvention FSE 2019 montant proratisé - 2019-01978;27403,32;aide en numéraire;unique;2021-04-27;;False;1,0;;10157
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;201904213-Avenant N°1 - Complément d'avance subvention FSE 2020 - 2020-02234;251549,2;aide en numéraire;unique;2021-07-22;;False;1,0;;10158
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;201904217 - IFRA - Complément d'avance subvention FSE 2020 - 2020-02237;11755,28;aide en numéraire;unique;2021-10-28;;False;1,0;;10159
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;201904306 - IFRA - Complément d'avance subvention FSE 2020 - 2020-02238;38767,25;aide en numéraire;unique;2021-10-27;;False;1,0;;10160
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;202000372 - IFRA - Complément d'avance subvention FSE 2020 - 2020-02235;26257,46;aide en numéraire;unique;2021-10-27;;False;1,0;;10161
Métropole de Lyon (Budget principal);20004697700019;2021;;;VIFFIL SOS FEMMES;31711894100028;;PP 2021 - Equipe Mobile-ACB-;35000,0;aide en numéraire;unique;2021-12-23;;False;1,0;;10281
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;AAP Inclusion numérique - Solde subvention 2018 montant proratisé - 2018-03189;7316,51;aide en numéraire;unique;2021-10-04;;False;1,0;;10162
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;Actions Levée des freins - 1er acompte subvention 2021 70% - 2021-00019;7524,16;aide en numéraire;unique;2021-04-16;;False;1,0;;10163
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;Actions Levée des freins - Solde subvention 2020 30% - 2020-00022;3224,64;aide en numéraire;unique;2021-02-26;;False;1,0;;10164
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;Itinéraires emploi diversifiés - 1er acompte subvention 2021 70% - 2021-00099;213500,0;aide en numéraire;unique;2021-04-20;;False;1,0;;10165
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;Itinéraires emploi innovants - 1er acompte subvention 2021 70% - 2021-00176;43120,0;aide en numéraire;unique;2021-04-21;;False;1,0;;10166
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;Itinéraires emploi innovants - 1er acompte subvention 2021 70% - 2021-00457;11900,0;aide en numéraire;unique;2021-04-21;;False;1,0;;10167
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;Itinéraires emploi renforcés - 1er acompte subvention 2021 70% - 2021-00128;225751,54;aide en numéraire;unique;2021-04-21;;False;1,0;;10168
Métropole de Lyon (Budget principal);20004697700019;2021;;;INSTITUT FORMATION RHONE ALPES;31065677200202;;Itinéraires emplois diversifié - Solde subvention 2020 30% - 2020-00071;90000,0;aide en numéraire;unique;2021-03-01;;False;1,0;;10169
